 c_clave_grupo_productos |                                                          nombre_grupo                                                          
 50375200                | Maracuyás orgánicas en lata o en frasco
 50375300                | Duraznos orgánicos en lata o en frasco
 50375400                | Peras orgánicas en lata o en frasco
 50375500                | Caquis orgánicos en lata o en frasco
 50375600                | Piñas orgánicas en lata o en frasco
 50375700                | Ciruelos Damascos orgánicos en lata o en frasco
 50375800                | Ciruelas orgánicas en lata o en frasco
 50375900                | Granadas orgánicas en lata o en frasco
 50376000                | Pomelos orgánicos en lata o en frasco
 50376100                | Membrillos orgánicos en lata o en frasco
 50376200                | Frambuesas orgánicas en lata o en frasco
 50376300                | Ruibarbos orgánicos en lata o en frasco
 50376400                | Escaramujos orgánicos en lata o en frasco
 50376500                | Sapotes orgánicos en lata o en frasco
 50376600                | Bayas saskatoon orgánicas en lata o en frasco
 50376700                | Fresas orgánicas en lata o en frasco
 50376800                | Manzanas dulces orgánicas en lata o en frasco
 50376900                | Tamarillos orgánicos en lata o en frasco
 50377000                | Frutas Nominant orgánicas en lata o en frasco
 50377100                | Aronias orgánicas en lata o en frasco
 50377200                | Aceitunas orgánicas en lata o en frasco
 50381500                | Purés de cítricos
 50381600                | Purés de bayas
 50381700                | Purés de frutas tropicales
 50381800                | Purés de melón
 50401500                | Alcachofas
 50401600                | Espárragos
 50401700                | Aguacates
 50401800                | Fríjoles
 50401900                | Remolachas
 50402000                | Brócolis
 50402100                | Repollitos de Bruselas
 50402200                | Cebollas de ensalada
 50402300                | Repollos
 50402400                | Cardos
 50402500                | Zanahorias
 50402600                | Coliflores
 50402700                | Apios
 50402800                | Acelgas
 50402900                | Achicorias
 50403000                | Repollos chinos
 50403100                | Cebollines
 50403200                | Maíces
 50403300                | Berros
 50403400                | Cocombros
 50403500                | Berenjenas
 50403600                | Endivias
 50403700                | Hinojos
 50403800                | Ajos
 50403900                | Calabazas
 50404000                | Guisantes
 50404100                | Hierbas
 50404200                | Coles
 50404300                | Colinabos
 50404400                | Puerros
 50404500                | Lentejas
 50404600                | Lechugas
 50404700                | Ñames
 50404800                | Hongos o champiñones
 50404900                | Mostazas
 50405100                | Solanáceas (nightshades)
 50405200                | Okras
 50405300                | Cebollas
 50405400                | Alverjas
 50405500                | Maníes
 50405600                | Pimientos
 50405700                | Papas
 50405800                | Nabos suecos
 50405900                | Vegetales marinos
 50406000                | Chalotes
 50406100                | Alazanes
 50406200                | Espinacas
 50406300                | Calabazas
 50406400                | Batatas
 50406500                | Tomates
 50406600                | Nabos
 50406700                | Auyamas
 50406800                | Ñames
 50407000                | Vegetales Nominant
 50407100                | Alverjas dulces
 50407200                | Tubérculos
 50411500                | Alcachofas orgánicas
 50411600                | Espárragos orgánicos
 50411700                | Aguacates orgánicos
 50411800                | Fríjoles orgánicos
 50411900                | Remolachas orgánicas
 50412000                | Brócolis orgánicas
 50412100                | Repollitos de Bruselas orgánicas
 50412200                | Cebollas de ensalada orgánicas
 50412300                | Repollos orgánicos
 50412400                | Cardos orgánicos
 50412500                | Zanahorias orgánicas
